"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-11-27 02:59:41",1764212381258,"train-data-three.vercel.app/api/batch-jobs","GET","",-1,"mwwtg-1764212381154-3b4f92c4334e","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M15FD8G19YS1DKZCM6BQ5","",-1
"2025-11-27 02:59:41",1764212381165,"train-data-three.vercel.app/api/batch-jobs","GET","",200,"mwwtg-1764212381154-3b4f92c4334e","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M15FD8G19YS1DKZCM6BQ5","vBbOjyqNnF3w",-1
"2025-11-27 02:59:10",1764212350944,"train-data-three.vercel.app/api/conversations/batch/5ed3f1af-bf67-4ec7-b0ea-74dfae688fe4/status","GET","",200,"lgfqn-1764212350850-1b92e4836191","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/batch/[id]/status","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",13,"iad1",164,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07W69K1J3AJZ7JC75MQW","1HOft4X1i711",2
"2025-11-27 02:59:10",1764212350906,"train-data-three.vercel.app/api/conversations/batch/5ed3f1af-bf67-4ec7-b0ea-74dfae688fe4/status","GET","",-1,"lgfqn-1764212350850-1b92e4836191","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07W7WMMDNHY2M8K0673V","",-1
"2025-11-27 02:59:10",1764212350855,"train-data-three.vercel.app/api/conversations/batch/5ed3f1af-bf67-4ec7-b0ea-74dfae688fe4/status","GET","",200,"lgfqn-1764212350850-1b92e4836191","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"[conversations] /status status=200","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07W7WMMDNHY2M8K0673V","vBbOjyqNnF3w",-1
"2025-11-27 02:59:10",1764212350854,"train-data-three.vercel.app/api/batch-jobs","GET","",200,"vxc2f-1764212350757-209431f75ba3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/batch-jobs","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",269,"iad1",275,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07W69K1J3AJZ7JC75MQW","1HOft4X1i711",2
"2025-11-27 02:59:10",1764212350813,"train-data-three.vercel.app/api/batch-jobs","GET","",-1,"vxc2f-1764212350757-209431f75ba3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07S8HTGJ4RZFVDDCZRBW","",-1
"2025-11-27 02:59:10",1764212350760,"train-data-three.vercel.app/api/batch-jobs","GET","",200,"vxc2f-1764212350757-209431f75ba3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07S8HTGJ4RZFVDDCZRBW","vBbOjyqNnF3w",-1
"2025-11-27 02:59:10",1764212350717,"train-data-three.vercel.app/batch-jobs","GET","",-1,"vxc2f-1764212350669-038073f057f2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07PGQBE8ZT09G2NEA84E","",-1
"2025-11-27 02:59:10",1764212350672,"train-data-three.vercel.app/batch-jobs","GET","",200,"vxc2f-1764212350669-038073f057f2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_EHq5AmdTojpBFMr7UGytLz7g9NbE",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB1M07PGQBE8ZT09G2NEA84E","vBbOjyqNnF3w",-1
